Age_Range,Ethnicity,F,M,MSOA,Year
70-74,BLC,1.0,1.0,E02000889,2014
75-79,BLC,1.0,2.0,E02000889,2014
80-84,BLC,1.0,,E02000889,2014
85+,BLC,,1.0,E02000889,2014
0-4,CHI,5.0,6.0,E02000889,2014
10-14,CHI,,2.0,E02000889,2014
15-19,CHI,1.0,1.0,E02000889,2014
20-24,CHI,2.0,4.0,E02000889,2014
25-29,CHI,13.0,12.0,E02000889,2014
30-34,CHI,25.0,18.0,E02000889,2014
35-39,CHI,21.0,19.0,E02000889,2014
40-44,CHI,5.0,10.0,E02000889,2014
45-49,CHI,2.0,2.0,E02000889,2014
5-9,CHI,,6.0,E02000889,2014
50-54,CHI,5.0,1.0,E02000889,2014
55-59,CHI,3.0,2.0,E02000889,2014
60-64,CHI,3.0,2.0,E02000889,2014
65-69,CHI,2.0,1.0,E02000889,2014
0-4,IND,8.0,6.0,E02000889,2014
10-14,IND,3.0,2.0,E02000889,2014
15-19,IND,2.0,3.0,E02000889,2014
20-24,IND,1.0,4.0,E02000889,2014
25-29,IND,14.0,28.0,E02000889,2014
30-34,IND,21.0,25.0,E02000889,2014
35-39,IND,15.0,17.0,E02000889,2014
40-44,IND,5.0,10.0,E02000889,2014
45-49,IND,4.0,4.0,E02000889,2014
5-9,IND,4.0,2.0,E02000889,2014
50-54,IND,6.0,3.0,E02000889,2014
55-59,IND,2.0,3.0,E02000889,2014
60-64,IND,2.0,3.0,E02000889,2014
65-69,IND,,1.0,E02000889,2014
80-84,IND,1.0,,E02000889,2014
85+,IND,,2.0,E02000889,2014
0-4,MIX,18.0,19.0,E02000889,2014
10-14,MIX,9.0,6.0,E02000889,2014
15-19,MIX,7.0,8.0,E02000889,2014
20-24,MIX,10.0,6.0,E02000889,2014
25-29,MIX,25.0,18.0,E02000889,2014
30-34,MIX,17.0,27.0,E02000889,2014
35-39,MIX,15.0,18.0,E02000889,2014
40-44,MIX,5.0,5.0,E02000889,2014
45-49,MIX,5.0,8.0,E02000889,2014
5-9,MIX,17.0,15.0,E02000889,2014
50-54,MIX,5.0,5.0,E02000889,2014
55-59,MIX,4.0,4.0,E02000889,2014
60-64,MIX,1.0,2.0,E02000889,2014
65-69,MIX,2.0,1.0,E02000889,2014
70-74,MIX,,1.0,E02000889,2014
75-79,MIX,,1.0,E02000889,2014
85+,MIX,1.0,2.0,E02000889,2014
0-4,OAS,10.0,7.0,E02000889,2014
10-14,OAS,3.0,1.0,E02000889,2014
15-19,OAS,,3.0,E02000889,2014
20-24,OAS,2.0,2.0,E02000889,2014
25-29,OAS,19.0,8.0,E02000889,2014
30-34,OAS,19.0,8.0,E02000889,2014
35-39,OAS,16.0,7.0,E02000889,2014
40-44,OAS,10.0,6.0,E02000889,2014
45-49,OAS,6.0,4.0,E02000889,2014
5-9,OAS,7.0,5.0,E02000889,2014
50-54,OAS,1.0,,E02000889,2014
55-59,OAS,4.0,1.0,E02000889,2014
60-64,OAS,6.0,2.0,E02000889,2014
65-69,OAS,2.0,1.0,E02000889,2014
70-74,OAS,1.0,1.0,E02000889,2014
85+,OAS,,1.0,E02000889,2014
0-4,OBL,2.0,,E02000889,2014
15-19,OBL,,2.0,E02000889,2014
20-24,OBL,1.0,2.0,E02000889,2014
25-29,OBL,4.0,,E02000889,2014
30-34,OBL,4.0,1.0,E02000889,2014
35-39,OBL,2.0,4.0,E02000889,2014
40-44,OBL,1.0,5.0,E02000889,2014
45-49,OBL,1.0,3.0,E02000889,2014
5-9,OBL,2.0,1.0,E02000889,2014
50-54,OBL,2.0,,E02000889,2014
55-59,OBL,,1.0,E02000889,2014
60-64,OBL,3.0,,E02000889,2014
65-69,OBL,1.0,,E02000889,2014
0-4,OTH,9.0,6.0,E02000889,2014
10-14,OTH,3.0,2.0,E02000889,2014
15-19,OTH,1.0,1.0,E02000889,2014
20-24,OTH,1.0,2.0,E02000889,2014
25-29,OTH,13.0,10.0,E02000889,2014
30-34,OTH,14.0,15.0,E02000889,2014
35-39,OTH,8.0,10.0,E02000889,2014
40-44,OTH,3.0,9.0,E02000889,2014
45-49,OTH,3.0,4.0,E02000889,2014
5-9,OTH,4.0,4.0,E02000889,2014
50-54,OTH,1.0,2.0,E02000889,2014
55-59,OTH,1.0,2.0,E02000889,2014
65-69,OTH,1.0,1.0,E02000889,2014
70-74,OTH,1.0,1.0,E02000889,2014
75-79,OTH,2.0,1.0,E02000889,2014
0-4,PAK,3.0,4.0,E02000889,2014
10-14,PAK,1.0,,E02000889,2014
15-19,PAK,1.0,,E02000889,2014
20-24,PAK,,3.0,E02000889,2014
25-29,PAK,2.0,2.0,E02000889,2014
30-34,PAK,5.0,4.0,E02000889,2014
35-39,PAK,3.0,2.0,E02000889,2014
40-44,PAK,1.0,5.0,E02000889,2014
45-49,PAK,,3.0,E02000889,2014
5-9,PAK,1.0,2.0,E02000889,2014
50-54,PAK,1.0,1.0,E02000889,2014
65-69,PAK,,2.0,E02000889,2014
70-74,PAK,2.0,,E02000889,2014
80-84,PAK,,1.0,E02000889,2014
0-4,WBI,86.0,65.0,E02000889,2014
10-14,WBI,12.0,13.0,E02000889,2014
15-19,WBI,11.0,11.0,E02000889,2014
20-24,WBI,41.0,55.0,E02000889,2014
25-29,WBI,147.0,193.0,E02000889,2014
30-34,WBI,151.0,204.0,E02000889,2014
35-39,WBI,100.0,163.0,E02000889,2014
40-44,WBI,57.0,137.0,E02000889,2014
45-49,WBI,63.0,98.0,E02000889,2014
5-9,WBI,23.0,19.0,E02000889,2014
50-54,WBI,77.0,111.0,E02000889,2014
55-59,WBI,66.0,92.0,E02000889,2014
60-64,WBI,58.0,79.0,E02000889,2014
65-69,WBI,43.0,61.0,E02000889,2014
70-74,WBI,17.0,33.0,E02000889,2014
75-79,WBI,23.0,18.0,E02000889,2014
80-84,WBI,15.0,17.0,E02000889,2014
85+,WBI,22.0,14.0,E02000889,2014
0-4,WHO,40.0,43.0,E02000889,2014
10-14,WHO,4.0,4.0,E02000889,2014
15-19,WHO,4.0,5.0,E02000889,2014
20-24,WHO,18.0,24.0,E02000889,2014
25-29,WHO,83.0,117.0,E02000889,2014
30-34,WHO,119.0,138.0,E02000889,2014
35-39,WHO,90.0,99.0,E02000889,2014
40-44,WHO,41.0,71.0,E02000889,2014
45-49,WHO,25.0,25.0,E02000889,2014
5-9,WHO,7.0,18.0,E02000889,2014
50-54,WHO,13.0,25.0,E02000889,2014
55-59,WHO,11.0,7.0,E02000889,2014
60-64,WHO,12.0,7.0,E02000889,2014
65-69,WHO,11.0,9.0,E02000889,2014
70-74,WHO,2.0,7.0,E02000889,2014
75-79,WHO,4.0,2.0,E02000889,2014
80-84,WHO,4.0,1.0,E02000889,2014
85+,WHO,2.0,1.0,E02000889,2014
0-4,BAN,32.0,40.0,E02000890,2014
10-14,BAN,28.0,16.0,E02000890,2014
15-19,BAN,26.0,20.0,E02000890,2014
20-24,BAN,23.0,21.0,E02000890,2014
25-29,BAN,32.0,40.0,E02000890,2014
30-34,BAN,30.0,39.0,E02000890,2014
35-39,BAN,21.0,22.0,E02000890,2014
40-44,BAN,17.0,17.0,E02000890,2014
45-49,BAN,10.0,11.0,E02000890,2014
5-9,BAN,26.0,27.0,E02000890,2014
50-54,BAN,8.0,8.0,E02000890,2014
55-59,BAN,6.0,9.0,E02000890,2014
60-64,BAN,10.0,4.0,E02000890,2014
65-69,BAN,8.0,1.0,E02000890,2014
70-74,BAN,7.0,2.0,E02000890,2014
75-79,BAN,4.0,8.0,E02000890,2014
80-84,BAN,2.0,4.0,E02000890,2014
85+,BAN,,1.0,E02000890,2014
0-4,BLA,4.0,4.0,E02000890,2014
10-14,BLA,,2.0,E02000890,2014
15-19,BLA,1.0,1.0,E02000890,2014
20-24,BLA,1.0,1.0,E02000890,2014
25-29,BLA,4.0,5.0,E02000890,2014
30-34,BLA,4.0,1.0,E02000890,2014
35-39,BLA,4.0,1.0,E02000890,2014
40-44,BLA,4.0,5.0,E02000890,2014
45-49,BLA,,2.0,E02000890,2014
5-9,BLA,2.0,2.0,E02000890,2014
50-54,BLA,2.0,3.0,E02000890,2014
55-59,BLA,1.0,,E02000890,2014
70-74,BLA,1.0,,E02000890,2014
75-79,BLA,2.0,,E02000890,2014
80-84,BLA,1.0,,E02000890,2014
0-4,BLC,2.0,1.0,E02000890,2014
15-19,BLC,4.0,,E02000890,2014
20-24,BLC,14.0,,E02000890,2014
25-29,BLC,,1.0,E02000890,2014
30-34,BLC,3.0,4.0,E02000890,2014
35-39,BLC,2.0,,E02000890,2014
40-44,BLC,,2.0,E02000890,2014
45-49,BLC,5.0,3.0,E02000890,2014
5-9,BLC,,1.0,E02000890,2014
50-54,BLC,6.0,2.0,E02000890,2014
55-59,BLC,2.0,2.0,E02000890,2014
60-64,BLC,2.0,2.0,E02000890,2014
65-69,BLC,2.0,1.0,E02000890,2014
70-74,BLC,1.0,1.0,E02000890,2014
75-79,BLC,1.0,,E02000890,2014
85+,BLC,1.0,1.0,E02000890,2014
0-4,CHI,8.0,9.0,E02000890,2014
15-19,CHI,,2.0,E02000890,2014
20-24,CHI,6.0,2.0,E02000890,2014
25-29,CHI,14.0,9.0,E02000890,2014
30-34,CHI,31.0,15.0,E02000890,2014
35-39,CHI,19.0,10.0,E02000890,2014
40-44,CHI,10.0,6.0,E02000890,2014
45-49,CHI,4.0,5.0,E02000890,2014
5-9,CHI,,4.0,E02000890,2014
50-54,CHI,1.0,1.0,E02000890,2014
55-59,CHI,3.0,,E02000890,2014
60-64,CHI,2.0,1.0,E02000890,2014
75-79,CHI,,1.0,E02000890,2014
80-84,CHI,,1.0,E02000890,2014
0-4,IND,6.0,5.0,E02000890,2014
20-24,IND,1.0,1.0,E02000890,2014
25-29,IND,8.0,12.0,E02000890,2014
30-34,IND,17.0,22.0,E02000890,2014
35-39,IND,16.0,18.0,E02000890,2014
40-44,IND,6.0,8.0,E02000890,2014
45-49,IND,4.0,2.0,E02000890,2014
5-9,IND,2.0,1.0,E02000890,2014
50-54,IND,2.0,5.0,E02000890,2014
55-59,IND,,1.0,E02000890,2014
60-64,IND,2.0,,E02000890,2014
65-69,IND,1.0,,E02000890,2014
75-79,IND,,1.0,E02000890,2014
0-4,MIX,14.0,19.0,E02000890,2014
10-14,MIX,8.0,7.0,E02000890,2014
15-19,MIX,6.0,7.0,E02000890,2014
20-24,MIX,2.0,2.0,E02000890,2014
25-29,MIX,8.0,10.0,E02000890,2014
30-34,MIX,16.0,17.0,E02000890,2014
35-39,MIX,10.0,8.0,E02000890,2014
40-44,MIX,8.0,6.0,E02000890,2014
45-49,MIX,5.0,6.0,E02000890,2014
5-9,MIX,15.0,15.0,E02000890,2014
50-54,MIX,1.0,2.0,E02000890,2014
55-59,MIX,2.0,3.0,E02000890,2014
60-64,MIX,1.0,1.0,E02000890,2014
70-74,MIX,,1.0,E02000890,2014
75-79,MIX,,1.0,E02000890,2014
80-84,MIX,1.0,,E02000890,2014
